Article_ID,Article_ID2,Country,Disease_name,Disease_name2,Disease,PMID,First Author,Publication Year,DOI,Combining Authoryear (withformula),Authoryear,Ncases,Ncontrol,total,genus,Genus_mean_RA_disease,Genus_mean_RA_control,foldchange(calculation),foldchange,pvalue,,logEffectSize,logStandardError,logStandardDeviation,logLLCI,logULCI,EffectSize,LLCI,ULCI,,,,,Age_disease,Age_control,Sequencing_type,16s_sequencing_region,Genus(original_,Genus_clean (original,Genus_classified,Genus_RA_in_disease,Genus_>1_studies(cancer_or_autoimmune),Genus_increased_HowMany_Cancer_study,Genus_decreased_HowMany_Cancer_study,Genus_increased_HowMany_Autoimmune_study,Genus_decreased_HowMany_Autoimmune_study,Genus_statistical_test,Genus_mean_RA_disease(original),Genus_mean_RA_control (original),Genus_effect_type,Genus_effect_type_quanititative_value,Genus_quantitative_data_source_in_paper,Genus_Pvalue(original)
,Article_2745,China,Rheumatoid Arthritis,Arthritis,Autoimmune,31709198,Yang S,2019,10.3389/fcimb.2019.00369,"Yang S, 2019","Yang S, 2019",66,60,126,Citrobacter,0.028960,0.33320,0.086914766,0.0869,0.00005670000000000,193,-2.442997247,0.601383561,6.750513733,-3.621687368,-1.264307126,0.0869,0.026737522,0.28243492,,,,,not specified,not specified,16s,V3-V4,Citrobacter,Citrobacter,yes,decreased,yes,0,1,0,2,"Mann-Whitney U-test, FDR corretced p",0.02896,0.3332,Effect size,-0.3042,Supplementary table2,0.000057
,Article_2745,China,Rheumatoid Arthritis,Arthritis,Autoimmune,31709198,Yang S,2019,10.3389/fcimb.2019.00369,"Yang S, 2019","Yang S, 2019",66,60,126,Akkermansia,0.057020,0.20310,0.2807484,0.2807,0.00001020000000000,194,-1.270468796,0.284566175,3.194247392,-1.82820825,-0.712729341,0.2807,0.160701246,0.490304162,,,,,not specified,not specified,16s,V3-V4,Akkermansia,Akkermansia,yes,decreased,yes,3,1,1,2,"Mann-Whitney U-test, FDR corretced p",0.05702,0.2031,Effect size,-0.1461,Supplementary table2,0.000010
,Article_2745,China,Rheumatoid Arthritis,Arthritis,Autoimmune,31709198,Yang S,2019,10.3389/fcimb.2019.00369,"Yang S, 2019","Yang S, 2019",66,60,126,Rikenella,0.000095,0.13000,0.000727692,0.0007,0.00000000091200000,195,-7.264430223,1.159668214,13.01724342,-9.537338156,-4.99152229,7.00E-04,7.21E-05,0.006795312,,,,,not specified,not specified,16s,V3-V4,Rikenella,Rikenella,yes,decreased,no,0,0,0,1,"Mann-Whitney U-test, FDR corretced p",9.46E-05,0.13,Effect size,-0.1299,Supplementary table2,0.000000
,Article_2745,China,Rheumatoid Arthritis,Arthritis,Autoimmune,31709198,Yang S,2019,10.3389/fcimb.2019.00369,"Yang S, 2019","Yang S, 2019",66,60,126,Staphylococcus,0.000331,0.12150,0.00272428,0.0027,0.00000000216000000,196,-5.914503506,0.966851383,10.85287985,-7.809497394,-4.019509618,0.0027,0.000405862,0.017961771,,,,,not specified,not specified,16s,V3-V4,Staphylococcus,Staphylococcus,yes,decreased,yes,1,0,1,2,"Mann-Whitney U-test, FDR corretced p",0.000331,0.1215,Effect size,-0.1212,Supplementary table2,0.000000
,Article_2745,China,Rheumatoid Arthritis,Arthritis,Autoimmune,31709198,Yang S,2019,10.3389/fcimb.2019.00369,"Yang S, 2019","Yang S, 2019",66,60,126,Coprococcus,0.071690,0.12100,0.592479339,0.5925,0.01001000000000000,197,-0.523404406,0.203281564,2.2818299,-0.921828951,-0.124979861,0.5925,0.397790835,0.882514675,,,,,not specified,not specified,16s,V3-V4,Coprococcus 1,Coprococcus,yes,decreased,yes,2,2,1,6,"Mann-Whitney U-test, FDR corretced p",0.07169,0.121,Effect size,-0.04933,Supplementary table2,0.010010
,Article_2745,China,Rheumatoid Arthritis,Arthritis,Autoimmune,31709198,Yang S,2019,10.3389/fcimb.2019.00369,"Yang S, 2019","Yang S, 2019",66,60,126,Rhodococcus,0.004259,0.09505,0.044807996,0.0448,0.00000000003380000,198,-3.10554714,0.456704495,5.126495237,-4.000671501,-2.210422779,0.0448,0.018303344,0.109654279,,,,,not specified,not specified,16s,V3-V4,Rhodococcus,Rhodococcus,yes,decreased,no,0,0,0,1,"Mann-Whitney U-test, FDR corretced p",0.004259,0.09505,Effect size,-0.09079,Supplementary table2,0.000000
,Article_2745,China,Rheumatoid Arthritis,Arthritis,Autoimmune,31709198,Yang S,2019,10.3389/fcimb.2019.00369,"Yang S, 2019","Yang S, 2019",66,60,126,Bacteroides,21.890000,13.68000,1.600146199,1.6001,0.02202000000000000,199,0.470066127,0.205538427,2.307163122,0.067218213,0.872914042,1.6001,1.069528838,2.393876556,,,,,not specified,not specified,16s,V3-V4,Bacteroides,Bacteroides,yes,increased,yes,0,6,11,1,"Mann-Whitney U-test, FDR corretced p",21.89,13.68,Effect size,8.208,Supplementary table2,0.022020
,Article_2745,China,Rheumatoid Arthritis,Arthritis,Autoimmune,31709198,Yang S,2019,10.3389/fcimb.2019.00369,"Yang S, 2019","Yang S, 2019",66,60,126,Escherichia/Shigella,1.949000,1.68600,1.15599051,1.1560,0.03137000000000000,200,0.14496577,0.067460993,0.757247771,0.012744653,0.277186887,1.156,1.012826212,1.31941293,,,,,not specified,not specified,16s,V3-V4,Escherichia-Shigella,Escherichia/Shigella,no,increased,yes,4,2,2,0,"Mann-Whitney U-test, FDR corretced p",1.949,1.686,Effect size,0.2625,Supplementary table2,0.031370
,Article_2745,China,Rheumatoid Arthritis,Arthritis,Autoimmune,31709198,Yang S,2019,10.3389/fcimb.2019.00369,"Yang S, 2019","Yang S, 2019",66,60,126,Parasutterella,0.300600,0.23670,1.269961977,1.2700,0.00910300000000000,201,0.2390169,0.091653359,1.028806409,0.059379617,0.418654184,1.27,1.061178005,1.519914653,,,,,not specified,not specified,16s,V3-V4,Parasutterella,Parasutterella,yes,increased,yes,0,2,2,0,"Mann-Whitney U-test, FDR corretced p",0.3006,0.2367,Effect size,0.0639,Supplementary table2,0.009103
,Article_2745,China,Rheumatoid Arthritis,Arthritis,Autoimmune,31709198,Yang S,2019,10.3389/fcimb.2019.00369,"Yang S, 2019","Yang S, 2019",66,60,126,Flavonifractor,0.172500,0.06611,2.609287551,2.6093,0.00173000000000000,202,0.959081986,0.305251233,3.426436595,0.360800563,1.55736341,2.6093,1.434477344,4.746290709,,,,,not specified,not specified,16s,V3-V4,Flavonifractor,Flavonifractor,yes,increased,yes,1,0,2,0,"Mann-Whitney U-test, FDR corretced p",0.1725,0.06611,Effect size,0.1064,Supplementary table2,0.001730
,Article_2745,China,Rheumatoid Arthritis,Arthritis,Autoimmune,31709198,Yang S,2019,10.3389/fcimb.2019.00369,"Yang S, 2019","Yang S, 2019",66,60,126,Eubacterium,0.046040,0.04310,1.068213457,1.0682,0.00268300000000000,203,0.065974989,0.021933409,0.246201911,0.022986296,0.108963682,1.0682,1.023252517,1.11512185,,,,,not specified,not specified,16s,V3-V4,the Eubacterium xylanophium group,Eubacterium,yes,increased,yes,6,9,2,4,"Mann-Whitney U-test, FDR corretced p",0.04604,0.0431,Effect size,0.002945,Supplementary table2,0.002683
,Article_2745,China,Rheumatoid Arthritis,Arthritis,Autoimmune,31709198,Yang S,2019,10.3389/fcimb.2019.00369,"Yang S, 2019","Yang S, 2019",66,60,126,Tyzzerella,0.022380,0.01291,1.733539892,1.7335,0.01801000000000000,204,0.550142486,0.232833148,2.613545608,0.093797901,1.006487071,1.7335,1.098337751,2.735972836,,,,,not specified,not specified,16s,V3-V4,Tyzzerella,Tyzzerella,yes,increased,no,1,1,1,0,"Mann-Whitney U-test, FDR corretced p",0.02238,0.01291,Effect size,0.009472,Supplementary table2,0.018010
,Article_2745,China,Rheumatoid Arthritis,Arthritis,Autoimmune,31709198,Yang S,2019,10.3389/fcimb.2019.00369,"Yang S, 2019","Yang S, 2019",66,60,126,Sellimonas,0.019780,0.00109,18.09698079,18.0970,0.01815000000000000,205,2.895746179,1.227046944,13.77356779,0.49077836,5.300713997,18.097,1.633587245,200.479901,,,,,not specified,not specified,16s,V3-V4,Sellimonas,Sellimonas,yes,increased,no,0,0,1,0,"Mann-Whitney U-test, FDR corretced p",0.01978,0.001093,Effect size,0.01869,Supplementary table2,0.018150
,Article_2745,China,Rheumatoid Arthritis,Arthritis,Autoimmune,31709198,Yang S,2019,10.3389/fcimb.2019.00369,"Yang S, 2019","Yang S, 2019",66,60,126,Oscillospira,0.001514,0.00036,4.159340659,4.1593,0.03660000000000000,206,1.425346791,0.683068401,7.667423789,0.086557325,2.764136257,4.1593,1.090413874,15.8653305,,,,,not specified,not specified,16s,V3-V4,Oscillospira,Oscillospira,yes,increased,no,1,0,1,1,"Mann-Whitney U-test, FDR corretced p",0.001514,0.000364,Effect size,0.00115,Supplementary table2,0.036600
Article_3075,Article_3075,Belgium,Multiple sclerosis,Multiple sclerosis,Autoimmune,,Tatjana R,2020,10.1002/acn3.51004,"Tatjana R, 2020","Tatjana R, 2020",98,120,218,Butyricicoccus,1.700000,2.30000,0.739130435,0.7391,0.00700000000000000,207,-0.302322049,0.112067693,1.654659655,-0.521970691,-0.082673408,0.7391,0.593350085,0.920651776,,,,,48 years (median),49 years (median),16s,v4,Butyricicoccus ,Butyricicoccus,yes,decreased,yes,0,2,0,4,Wilcoxon rank-sum test (corrected),1.7,2.3,Median relative abundance ,not available,Table4,0.007000
,Article_3075,Belgium,MS,Multiple sclerosis,Autoimmune,,Tatjana R,2020,10.1002/acn3.51004,"Tatjana R, 2020","Tatjana R, 2020",98,120,218,Clostridium IV,4.140000,3.18000,1.301886792,1.3019,0.00100000000000000,208,0.263824736,0.079868417,1.179243044,0.107285515,0.420363957,1.3019,1.113252059,1.522515584,,,,,48 years (median),49 years (median),16s,v4,Clostridiumcluster IV,Clostridium IV,yes,increased,yes,0,2,1,1,Wilcoxon rank-sum test (corrected),4.14,3.18,Median relative abundance ,not available,Table4,<0.001
,Article_3075,Belgium,MS,Multiple sclerosis,Autoimmune,,Tatjana R,2020,10.1002/acn3.51004,"Tatjana R, 2020","Tatjana R, 2020",98,120,218,Gemmiger,2.710000,3.73000,0.726541555,0.7265,0.00100000000000000,209,-0.319516796,0.096728234,1.428175254,-0.50910065,-0.129932942,0.7265,0.601035877,0.878154316,,,,,48 years (median),49 years (median),16s,v4,Gemmiger ,Gemmiger,yes,decreased,yes,0,0,0,2,Wilcoxon rank-sum test (corrected),2.71,3.73,Median relative abundance ,not available,Table4,<0.001
,Article_3075,Belgium,MS,Multiple sclerosis,Autoimmune,,Tatjana R,2020,10.1002/acn3.51004,"Tatjana R, 2020","Tatjana R, 2020",98,120,218,Intestinibacter ,0.690000,1.79000,0.38547486,0.3855,0.02900000000000000,210,-0.953214086,0.437237668,6.455736802,-1.810184168,-0.096244004,0.3855,0.163624,0.908242374,,,,,48 years (median),49 years (median),16s,v4,Intestinibacter ,Intestinibacter ,yes,decreased,no,1,0,0,1,Wilcoxon rank-sum test (corrected),0.69,1.79,Median relative abundance ,not available,Table4,0.029000
,Article_3075,Belgium,MS,Multiple sclerosis,Autoimmune,,Tatjana R,2020,10.1002/acn3.51004,"Tatjana R, 2020","Tatjana R, 2020",98,120,218,Sporobacter,1.610000,0.69000,2.333333333,2.3333,0.00100000000000000,211,0.847283575,0.25650058,3.78718568,0.344551676,1.350015474,2.3333,1.411357032,3.857485219,,,,,48 years (median),49 years (median),16s,v4,Sporobacter ,Sporobacter,yes,increased,no,0,1,1,1,Wilcoxon rank-sum test (corrected),1.61,0.69,Median relative abundance ,not available,Table4,<0.001
Article_3095,Article_3095,China,SLE,SLE,Autoimmune,,Sheng-Xiao Z,2019,10.1136/annrheumdis-2019-216504,"Sheng-Xiao Z, 2019","Sheng-Xiao Z, 2019",92,217,309,Ruminococcus,2.630000,1.41000,1.865248227,1.8652,0.01600000000000000,212,0.623368286,0.259021267,4.553178364,0.115695931,1.131040641,1.8652,1.122654456,3.098879644,,,,,not specified,not specified,16s,not-mentioned,Ruminococcus,Ruminococcus,yes,increased,yes,6,3,6,1,,2.63,1.41,,not available,not available,0.016000
,Article_3095,China,SLE,SLE,Autoimmune,,Sheng-Xiao Z,2019,10.1136/annrheumdis-2019-216504,"Sheng-Xiao Z, 2019","Sheng-Xiao Z, 2019",92,217,309,Haemophilus ,0.150000,0.17000,0.882352941,0.8824,0.03500000000000000,213,-0.125109811,0.059438882,1.044840197,-0.241607879,-0.008611743,0.8824,0.785364075,0.991425232,,,,,not specified,not specified,16s,not-mentioned,Haemophilus,Haemophilus ,yes,decreased,yes,2,1,1,4,,0.15,0.17,,not available,not available,0.035000
,Article_3095,China,SLE,SLE,Autoimmune,,Sheng-Xiao Z,2019,10.1136/annrheumdis-2019-216504,"Sheng-Xiao Z, 2019","Sheng-Xiao Z, 2019",92,217,309,Faecalibacterium,7.580000,19.99000,0.379189595,0.3792,0.00100000000000000,214,-0.969691509,0.293557484,5.160269655,-1.545053605,-0.394329412,0.3792,0.213300437,0.674131952,,,,,not specified,not specified,16s,not-mentioned,Faecalibacterium,Faecalibacterium,yes,decreased,yes,1,5,2,7,,7.58,19.99,,not available,not available,<0.001
,Article_3095,China,SLE,SLE,Autoimmune,,Sheng-Xiao Z,2019,10.1136/annrheumdis-2019-216504,"Sheng-Xiao Z, 2019","Sheng-Xiao Z, 2019",92,217,309,Bacteroides,38.750000,30.61000,1.265926168,1.2659,0.01600000000000000,215,0.235783332,0.097972417,1.722197918,0.043760924,0.42780574,1.2659,1.044732554,1.533888078,,,,,not specified,not specified,16s,not-mentioned,Bacteroides,Bacteroides,yes,increased,yes,0,6,11,1,,38.75,30.61,,not available,not available,0.016000
,Article_3095,China,SLE,SLE,Autoimmune,,Sheng-Xiao Z,2019,10.1136/annrheumdis-2019-216504,"Sheng-Xiao Z, 2019","Sheng-Xiao Z, 2019",92,217,309,Clostridium IV,0.170000,0.27000,0.62962963,0.6296,0.00100000000000000,216,-0.462670582,0.140065589,2.46212836,-0.737194091,-0.188147073,0.6296,0.478454534,0.82849285,,,,,not specified,not specified,16s,not-mentioned,Clostridium IV,Clostridium IV,yes,decreased,yes,0,2,1,1,,0.17,0.27,,not available,not available,<0.001
,Article_3095,China,SLE,SLE,Autoimmune,,Sheng-Xiao Z,2019,10.1136/annrheumdis-2019-216504,"Sheng-Xiao Z, 2019","Sheng-Xiao Z, 2019",92,217,309,Klebsiella,3.040000,0.30000,10.13333333,10.1333,0.00100000000000000,217,2.31582703,0.701076941,12.32380798,0.941741475,3.689912585,10.1333,2.564443447,40.0413466,,,,,not specified,not specified,16s,not-mentioned,Klebsiella,Klebsiella,yes,increased,yes,5,0,4,0,,3.04,0.3,,not available,not available,0.001000
Article_0816,Article_0816,China,Lung cancer,Lung cancer,Cancer,31065547,Zhuang H,2019,10.3389/fcimb.2019.00112,"Zhuang H, 2019","Zhuang H, 2019",30,30,60,Bifidobacterium ,0.015050,0.04695,0.320553781,0.3206,0.01380000000000000,218,-1.137561039,0.462314114,3.581069727,-2.043680051,-0.231442026,0.3206,0.129551078,0.79338869,,,,,61 years,50 years,16S,V3-V4,Bifidobacterium,Bifidobacterium ,yes,decreased,yes,2,4,2,2,Kruskal-Wallis,1.51%,4.70%,"relative (community) abundance, no standard dev",,,0.0138
,Article_0816,China,Lung cancer,Lung cancer,Cancer,31065547,Zhuang H,2019,10.3389/fcimb.2019.00112,"Zhuang H, 2019","Zhuang H, 2019",30,30,60,Enterococcus,0.042570,0.00226,18.83628319,18.8363,0.01800000000000000,219,2.935785859,1.242384291,9.62346734,0.500757393,5.370814325,18.8363,1.649970474,215.0379072,,,,,61 years,50 years,16S,V3-V4,Enterococcus,Enterococcus,yes,increased,yes,5,0,2,5,Kruskal-Wallis,4.26%,0.23%,,,,0.018
Article_0955,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Bacteroides,0.108000,0.16000,0.675,0.6750,0.00833000000000000,220,-0.393042588,0.1489677,1.281468609,-0.685013915,-0.101071261,0.675,0.504083215,0.90386862,,,,,48 years,46 years,16S,V3-V4,Bacteroides,Bacteroides,yes,decreased,yes,0,6,11,1,Mann-Whitney U-test,10.80%,16%,"mean abundance, no standard deviation",,,8.33E-03
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Prevotella,0.056600,0.09670,0.585315408,0.5853,0.00833000000000000,221,-0.535630743,0.203010264,1.746360327,-0.933523549,-0.137737936,0.5853,0.393165927,0.871327005,,,,,48 years,46 years,16S,V3-V4,Prevotella 9,Prevotella,yes,decreased,yes,4,3,3,5,Mann-Whitney U-test,5.66%,9.67%,,,,8.33E-03
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Roseburia,0.019700,0.04490,0.438752784,0.4388,0.00006870000000000,222,-0.823711551,0.20514785,1.764748535,-1.225793948,-0.421629153,0.4388,0.293524564,0.655977262,,,,,48 years,46 years,16S,V3-V4,Roseburia,Roseburia,yes,decreased,yes,2,5,1,5,Mann-Whitney U-test,1.97%,4.49%,,,,6.87E-05
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Escherichia/Shigella,0.021100,0.01850,1.140540541,1.1405,0.01580000000000000,223,0.131466763,0.054522196,0.469017661,0.024605223,0.238328303,1.1405,1.02491043,1.269125782,,,,,48 years,46 years,16S,V3-V4,Escherichia-Shigella,Escherichia/Shigella,no,increased,yes,4,2,2,0,Mann-Whitney U-test,2.11%,1.85%,,,,1.58E-02
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Eubacterium,0.022700,0.01310,1.732824427,1.7328,0.00000744000000000,224,0.549738597,0.121212978,1.042713467,0.312165525,0.787311669,1.7328,1.366380845,2.197480923,,,,,48 years,46 years,16S,V3-V4,Eubacterium hallii group,Eubacterium,yes,increased,yes,6,9,2,4,Mann-Whitney U-test,2.27%,1.31%,,,,7.44E-06
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Subdoligranulum,0.020900,0.01360,1.536764706,1.5368,0.00212000000000000,225,0.429702332,0.139493781,1.199970874,0.156299546,0.703105119,1.5368,1.169176373,2.020015367,,,,,48 years,46 years,16S,V3-V4,Subdoligranulum,Subdoligranulum,yes,increased,yes,3,2,1,1,Mann-Whitney U-test,2.09%,1.36%,,,,2.12E-03
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Megamonas,0.003090,0.02330,0.132618026,0.1326,0.01130000000000000,226,-2.020418201,0.797917175,6.863943076,-3.584307127,-0.456529275,0.1326,0.027755892,0.633478464,,,,,48 years,46 years,16S,V3-V4,Megamonas,Megamonas,yes,decreased,yes,0,4,2,1,Mann-Whitney U-test,0.31%,2.33%,,,,1.13E-02
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Anaerostipes ,0.012900,0.01120,1.151785714,1.1518,0.02490000000000000,227,0.141325936,0.063099666,0.542803855,0.017652863,0.26499901,1.1518,1.017809595,1.303429685,,,,,48 years,46 years,16S,V3-V4,Anaerostipes,Anaerostipes ,yes,increased,yes,2,4,0,5,Mann-Whitney U-test,1.29%,1.12%,,,,2.49E-02
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Streptococcus,0.018500,0.00421,4.394299287,4.3943,0.01050000000000000,228,1.480308247,0.578692966,4.978105124,0.346090875,2.614525618,4.3943,1.413531064,13.66073444,,,,,48 years,46 years,16S,V3-V4,Streptococcus,Streptococcus,yes,increased,yes,4,1,6,1,Mann-Whitney U-test,1.85%,0.42%,,,,1.05E-02
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Erysipelotrichaceae_unclassified,0.011900,0.01040,1.144230769,1.1442,0.00085100000000000,229,0.134705703,0.040216118,0.345952127,0.05588356,0.213527845,1.1442,1.057474545,1.238037971,,,,,48 years,46 years,16S,V3-V4,Erysipelotrichaceae UCG-003,Erysipelotrichaceae_unclassified,no,increased,yes,3,0,1,1,Mann-Whitney U-test,1.19%,1.04%,,,,8.51E-04
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Ruminococcaceae_unclassified,0.014600,0.00677,2.156573117,2.1566,0.00517000000000000,230,0.768532907,0.274616222,2.362338061,0.230295004,1.306770811,2.1566,1.258971356,3.69422508,,,,,48 years,46 years,16S,V3-V4,Ruminococcaceae UCG-002,Ruminococcaceae_unclassified,no,increased,yes,4,1,1,8,Mann-Whitney U-test,1.46%,0.68%,,,,5.17E-03
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Lactobacillus,0.017000,0.00423,4.01891253,4.0189,0.01240000000000000,231,1.391008233,0.55661334,4.788169,0.300066133,2.481950333,4.0189,1.349948081,11.96457659,,,,,48 years,46 years,16S,V3-V4,Lactobacillus,Lactobacillus,yes,increased,yes,5,0,2,2,Mann-Whitney U-test,1.70%,0.42%,,,,1.24E-02
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Clostridium sensu stricto,0.013700,0.00614,2.231270358,2.2313,0.00113000000000000,232,0.802584375,0.245602206,2.112750066,0.321212896,1.283955854,2.2313,1.378799091,3.610895687,,,,,48 years,46 years,16S,V3-V4,Clostridium sensu stricto 1,Clostridium sensu stricto,no,increased,yes,4,1,1,2,Mann-Whitney U-test,1.37%,0.61%,,,,1.13E-03
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Eubacterium,0.010700,0.00529,2.02268431,2.0227,0.00972000000000000,233,0.704433253,0.272503556,2.344164225,0.170336097,1.238530408,2.0227,1.185703296,3.450538853,,,,,48 years,46 years,16S,V3-V4,Eubacterium coprostanoligenes group,Eubacterium,yes,increased,yes,6,9,2,4,Mann-Whitney U-test,1.07%,0.53%,,,,9.72E-03
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Intestinibacter ,0.008030,0.00535,1.500934579,1.5009,0.00866000000000000,234,0.406064928,0.154686969,1.330667625,0.102884039,0.709245817,1.5009,1.108362875,2.032457835,,,,,48 years,46 years,16S,V3-V4,Intestinibacter,Intestinibacter ,yes,increased,no,1,0,0,1,Mann-Whitney U-test,0.80%,0.54%,,,,8.66E-03
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Phascolarctobacterium,0.004220,0.00825,0.511515152,0.5115,0.00741000000000000,235,-0.670407694,0.250301464,2.153174607,-1.160989548,-0.179825839,0.5115,0.313176125,0.835415695,,,,,48 years,46 years,16S,V3-V4,Phascolarctobacterium,Phascolarctobacterium,yes,decreased,yes,1,2,0,3,Mann-Whitney U-test,0.42%,0.83%,,,,7.41E-03
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Ruminococcus,0.001560,0.00830,0.187951807,0.1880,0.00000133000000000,236,-1.671313316,0.340666646,2.930525294,-2.339007672,-1.00361896,0.188,0.096423274,0.366550506,,,,,48 years,46 years,16S,V3-V4,Ruminococcus gnavus group,Ruminococcus,yes,decreased,yes,6,3,6,1,Mann-Whitney U-test,0.16%,0.83%,,,,1.33E-06
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Klebsiella,0.005250,0.00394,1.33248731,1.3325,0.00008110000000000,237,0.287056877,0.072231165,0.621355975,0.145486395,0.428627359,1.3325,1.156601999,1.535148868,,,,,48 years,46 years,16S,V3-V4,Klebsiella,Klebsiella,yes,increased,yes,5,0,4,,Mann-Whitney U-test,0.53%,0.39%,,,,8.11E-05
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Christensenellaceae R-7 group,0.008570,0.00011,75.1754386,75.1754,0.00408000000000000,238,4.31982405,1.502280617,12.92310651,1.375408145,7.264239955,75.1754,3.956691297,1428.299643,,,,,48 years,46 years,16S,V3-V4,Christensenellaceae R-7 group,Christensenellaceae R-7 group,no,increased,yes,2,0,0,1,Mann-Whitney U-test,0.86%,0.01%,,,,4.08E-03
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Turicibacter,0.006710,0.00113,5.938053097,5.9381,0.00129000000000000,239,1.781389217,0.551667727,4.745625224,0.700140341,2.862638092,5.9381,2.01403534,17.50765288,,,,,48 years,46 years,16S,V3-V4,Turicibacter,Turicibacter,yes,increased,yes,2,0,1,2,Mann-Whitney U-test,0.67%,0.11%,,,,1.29E-03
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Coprococcus,0.005060,0.00194,2.608247423,2.6082,0.00006150000000000,240,0.958660328,0.237150186,2.040043038,0.493854505,1.423466152,2.6082,1.638620132,4.151485209,,,,,48 years,46 years,16S,V3-V4,Coprococcus 3,Coprococcus,yes,increased,yes,2,2,1,6,Mann-Whitney U-test,0.51%,0.19%,,,,6.15E-05
,Article_0955,China,Thyroid papillary cancer,Thyroid papillary cancer,Cancer,30565661,Feng J,2019,10.1002/ijc.32007,"Feng J, 2019","Feng J, 2019",34,40,74,Eubacterium,0.005770,0.00114,5.061403509,5.0614,0.00060800000000000,241,1.621643125,0.470800201,4.049976462,0.698891688,2.544394562,5.0614,2.011522077,12.73551519,,,,,48 years,46 years,16S,V3-V4,Eubacterium ruminantium group,Eubacterium,yes,increased,yes,6,9,2,4,Mann-Whitney U-test,0.58%,0.11%,,,,6.08E-04
